"Date","Time","Transaction ID","Receipt No.","Source","Cashier","Payment Type","Total","Cost","Profit","Email Recipient","Customer","Email Address","Mobile Number","Notes","Delivery Address","Park Tag"
"25 Feb 2024","12:02pm","1708833762","2855","In-Store","CJ Banao","Cash","544","343.85","200.14999999999998","","","","","","",""
"25 Feb 2024","11:46am","1708832812","2854","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"25 Feb 2024","11:38am","1708832335","2853","In-Store","CJ Banao","Cash","60","39","21","","","","","","",""
"25 Feb 2024","11:38am","1708832322","2852","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"25 Feb 2024","11:36am","1708832187","2851","In-Store","CJ Banao","Cash","152","34.45","117.55","","","","","","",""
"25 Feb 2024","11:31am","1708831882","2850","In-Store","CJ Banao","Cash","19","0","19","","","","","","",""
"25 Feb 2024","11:31am","1708831874","2849","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"25 Feb 2024","11:22am","1708831348","2848","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"25 Feb 2024","11:22am","1708831334","2847","In-Store","CJ Banao","Cash","20","0","20","","","","","","",""
"25 Feb 2024","11:17am","1708831055","2846","In-Store","CJ Banao","Cash","15","0","15","","","","","","",""
"25 Feb 2024","11:17am","1708831047","2845","In-Store","CJ Banao","Cash","372.3","343.85","28.44999999999999","","","","","","",""
"25 Feb 2024","11:16am","1708830972","2844","In-Store","CJ Banao","Cash","43","23.4","19.6","","","","","","",""
"25 Feb 2024","11:16am","1708830964","2843","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"25 Feb 2024","10:36am","1708828572","2842","In-Store","CJ Banao","Cash","198","0","198","","","","","","",""
"25 Feb 2024","10:21am","1708827702","2841","In-Store","CJ Banao","Cash","599","0","599","","","","","","",""
"25 Feb 2024","10:04am","1708826680","2840","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"25 Feb 2024","10:00am","1708826422","2839","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"25 Feb 2024","10:00am","1708826413","2838","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"25 Feb 2024","9:45am","1708825555","2837","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"25 Feb 2024","9:41am","1708825267","2836","In-Store","CJ Banao","Cash","36","17.55","18.45","","","","","","",""
"25 Feb 2024","9:16am","1708823775","2835","In-Store","CJ Banao","Cash","74","48.099999999999994","25.900000000000006","","","","","","",""
"25 Feb 2024","9:15am","1708823753","2834","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"25 Feb 2024","8:31am","1708821106","2833","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"24 Feb 2024","6:27pm","1708770421","2832","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","6:23pm","1708770202","2831","In-Store","CJ Banao","Cash","389","252.85","136.15","","","","","","",""
"24 Feb 2024","6:16pm","1708769804","2830","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","6:10pm","1708769446","2829","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","6:10pm","1708769434","2828","In-Store","CJ Banao","Cash","125","16.9","108.1","","","","","","",""
"24 Feb 2024","6:10pm","1708769406","2827","In-Store","CJ Banao","Cash","275.3","83.2","192.10000000000002","","","","","","",""
"24 Feb 2024","6:07pm","1708769221","2826","In-Store","CJ Banao","Cash","30","0","30","","","","","","",""
"24 Feb 2024","5:51pm","1708768285","2825","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","5:39pm","1708767568","2824","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","5:13pm","1708765999","2823","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","5:06pm","1708765568","2822","In-Store","CJ Banao","Cash","15","0","15","","","","","","",""
"24 Feb 2024","4:43pm","1708764210","2821","In-Store","CJ Banao","Cash","127","0","127","","","","","","",""
"24 Feb 2024","4:30pm","1708763428","2820","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","4:28pm","1708763336","2819","In-Store","CJ Banao","Cash","183","0","183","","","","","","",""
"24 Feb 2024","4:22pm","1708762950","2818","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","4:10pm","1708762227","2817","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","3:58pm","1708761500","2816","In-Store","CJ Banao","Cash","194","0","194","","","","","","",""
"24 Feb 2024","3:55pm","1708761353","2815","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","3:41pm","1708760474","2814","In-Store","CJ Banao","Cash","74","0","74","","","","","","",""
"24 Feb 2024","3:14pm","1708758847","2813","In-Store","CJ Banao","Cash","449","291.85","157.14999999999998","","","","","","",""
"24 Feb 2024","3:13pm","1708758820","2812","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","3:12pm","1708758765","2811","In-Store","CJ Banao","Cash","499","0","499","","","","","","",""
"24 Feb 2024","3:12pm","1708758730","2810","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"24 Feb 2024","3:11pm","1708758719","2809","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"24 Feb 2024","3:11pm","1708758709","2808","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"24 Feb 2024","3:11pm","1708758688","2807","In-Store","CJ Banao","Cash","87","36.4","50.6","","","","","","",""
"24 Feb 2024","3:11pm","1708758677","2806","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","3:10pm","1708758611","2805","In-Store","CJ Banao","Cash","30","0","30","","","","","","",""
"24 Feb 2024","1:38pm","1708753109","2804","In-Store","CJ Banao","Cash","529","343.85","185.14999999999998","","","","","","",""
"24 Feb 2024","1:27pm","1708752470","2803","In-Store","CJ Banao","Cash","15","0","15","","","","","","",""
"24 Feb 2024","12:53pm","1708750399","2802","In-Store","CJ Banao","Cash","0","0","0","","","","","Stock transfer to MH del pilar","",""
"24 Feb 2024","12:49pm","1708750198","2801","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"24 Feb 2024","12:34pm","1708749278","2800","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"24 Feb 2024","12:34pm","1708749261","2799","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","12:34pm","1708749254","2798","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","12:17pm","1708748248","2797","In-Store","CJ Banao","Cash","379","246.35","132.65","","","","","","",""
"24 Feb 2024","12:17pm","1708748221","2796","In-Store","CJ Banao","Cash","37.8","34.45","3.3499999999999943","","","","","","",""
"24 Feb 2024","12:16pm","1708748185","2795","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","11:58am","1708747092","2794","In-Store","CJ Banao","Cash","121.4","89.05","32.35000000000001","","","","","","",""
"24 Feb 2024","11:39am","1708745978","2793","In-Store","CJ Banao","Cash","84","68.25","15.75","","","","","","",""
"24 Feb 2024","11:35am","1708745734","2792","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","11:26am","1708745190","2791","In-Store","CJ Banao","Cash","589","58.5","530.5","","","","","","",""
"24 Feb 2024","11:25am","1708745135","2790","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","10:59am","1708743590","2789","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","10:59am","1708743569","2788","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","10:41am","1708742482","2787","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","10:31am","1708741890","2786","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"24 Feb 2024","10:14am","1708740864","2785","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","10:00am","1708740005","2784","In-Store","CJ Banao","Cash","25","0","25","","","","","","",""
"24 Feb 2024","9:40am","1708738803","2783","In-Store","CJ Banao","Cash","144","36.4","107.6","","","","","","",""
"24 Feb 2024","9:31am","1708738287","2782","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","9:31am","1708738272","2781","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"24 Feb 2024","9:30am","1708738249","2780","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"24 Feb 2024","9:30am","1708738230","2779","In-Store","CJ Banao","Cash","24.5","21.45","3.0500000000000007","","","","","","",""
"24 Feb 2024","9:30am","1708738202","2778","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"24 Feb 2024","9:09am","1708736982","2777","In-Store","CJ Banao","Cash","28","22.75","5.25","","","","","","",""
"24 Feb 2024","8:45am","1708735548","2776","In-Store","CJ Banao","Cash","514","0","514","","","","","","",""
"24 Feb 2024","7:17am","1708730234","2775","In-Store","","Cash","28","22.75","5.25","","","","","","",""
"24 Feb 2024","7:16am","1708730219","2774","In-Store","","Cash","379","246.35","132.65","","","","","","",""
"23 Feb 2024","6:26pm","1708684008","2773","In-Store","Irene","Cash","529","343.85","185.14999999999998","","","","","","",""
"23 Feb 2024","6:26pm","1708683989","2772","In-Store","Irene","Cash","266","0","266","","","","","","",""
"23 Feb 2024","5:59pm","1708682370","2771","In-Store","Irene","Cash","114","0","114","","","","","","",""
"23 Feb 2024","5:54pm","1708682098","2770","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","5:54pm","1708682075","2769","In-Store","Irene","Cash","228.2","202.8","25.399999999999977","","","","","","",""
"23 Feb 2024","5:44pm","1708681482","2768","In-Store","Irene","Cash","123.5","21.45","102.05","","","","","","",""
"23 Feb 2024","5:38pm","1708681110","2767","In-Store","Irene","Cash","20.3","18.85","1.4499999999999993","","","","","","",""
"23 Feb 2024","4:33pm","1708677214","2766","In-Store","Irene","Cash","277.5","90.35","187.15","","","","","","",""
"23 Feb 2024","4:00pm","1708675202","2765","In-Store","Irene","Cash","36","20.8","15.2","","","","","","",""
"23 Feb 2024","3:50pm","1708674652","2764","In-Store","Irene","Cash","143","77.35","65.65","","","","","","",""
"23 Feb 2024","3:50pm","1708674624","2763","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","3:38pm","1708673903","2762","In-Store","Irene","Cash","187","0","187","","","","","","",""
"23 Feb 2024","3:38pm","1708673889","2761","In-Store","Irene","Cash","187","0","187","","","","","","",""
"23 Feb 2024","3:24pm","1708673083","2760","In-Store","Irene","Cash","2371.5","1702.35","669.1500000000001","","","","","","",""
"23 Feb 2024","3:03pm","1708671785","2759","In-Store","Irene","Cash","33.6","31.200000000000003","2.3999999999999986","","","","","","",""
"23 Feb 2024","3:01pm","1708671696","2758","In-Store","Irene","Credit","307.2","101.4","205.79999999999998","","","","","","",""
"23 Feb 2024","2:54pm","1708671279","2757","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","2:44pm","1708670669","2756","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","2:22pm","1708669325","2755","In-Store","Irene","Cash","272.3","252.85","19.450000000000017","","","","","","",""
"23 Feb 2024","2:21pm","1708669305","2754","In-Store","Irene","Cash","95.9","68.25","27.650000000000006","","","","","","",""
"23 Feb 2024","2:04pm","1708668254","2753","In-Store","Irene","Cash","147","0","147","","","","","","",""
"23 Feb 2024","2:02pm","1708668156","2752","In-Store","Irene","Cash","15","0","15","","","","","","",""
"23 Feb 2024","2:02pm","1708668147","2751","In-Store","Irene","Cash","55","35.75","19.25","","","","","","",""
"23 Feb 2024","1:53pm","1708667615","2750","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","1:53pm","1708667602","2749","In-Store","Irene","Cash","147","31.2","115.8","","","","","","",""
"23 Feb 2024","1:42pm","1708666930","2748","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","1:34pm","1708666448","2747","In-Store","Irene","Cash","254","0","254","","","","","","",""
"23 Feb 2024","1:31pm","1708666267","2746","In-Store","Irene","Cash","90.3","76.05","14.25","","","","","","",""
"23 Feb 2024","1:30pm","1708666234","2745","In-Store","Irene","Cash","91","29.25","61.75","","","","","","",""
"23 Feb 2024","1:24pm","1708665889","2744","In-Store","Irene","Cash","56","36.4","19.6","","","","","","",""
"23 Feb 2024","1:18pm","1708665505","2743","In-Store","Irene","Cash","20","0","20","","","","","","",""
"23 Feb 2024","1:18pm","1708665496","2742","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","1:10pm","1708665022","2741","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","1:10pm","1708665009","2740","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","12:51pm","1708663910","2739","In-Store","Irene","Cash","46.3","35.75","10.549999999999997","","","","","","",""
"23 Feb 2024","12:22pm","1708662153","2738","In-Store","Irene","Cash","35","24.05","10.95","","","","","","",""
"23 Feb 2024","12:22pm","1708662142","2737","In-Store","Irene","Cash","67","33.8","33.2","","","","","","",""
"23 Feb 2024","12:20pm","1708662052","2736","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","12:18pm","1708661902","2735","In-Store","Irene","Cash","385.6","356.20000000000005","29.399999999999977","","","","","","",""
"23 Feb 2024","11:57am","1708660660","2734","In-Store","Irene","Cash","127","57.849999999999994","69.15","","","","","","",""
"23 Feb 2024","11:48am","1708660109","2733","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","11:21am","1708658484","2732","In-Store","Irene","Cash","319","207.35","111.65","","","","","","",""
"23 Feb 2024","11:13am","1708657998","2731","In-Store","Irene","Cash","323.3","298.35","24.94999999999999","","","","","","",""
"23 Feb 2024","10:58am","1708657080","2730","In-Store","Irene","Cash","120","78","42","","","","","","",""
"23 Feb 2024","10:40am","1708656034","2729","In-Store","Irene","Cash","407","264.55","142.45","","","","","","",""
"23 Feb 2024","9:42am","1708652555","2728","In-Store","Irene","Cash","594","0","594","","","","","","",""
"23 Feb 2024","9:10am","1708650607","2727","In-Store","Irene","Cash","139","0","139","","","","","","",""
"23 Feb 2024","8:29am","1708648154","2726","In-Store","Irene","Cash","15","0","15","","","","","","",""
"23 Feb 2024","8:24am","1708647895","2725","In-Store","Irene","Cash","274.3","252.85","21.450000000000017","","","","","","",""
"23 Feb 2024","8:04am","1708646649","2724","In-Store","Irene","Cash","35","24.05","10.95","","","","","","",""
"23 Feb 2024","7:54am","1708646056","2723","In-Store","Irene","Cash","165.9","150.15","15.75","","","","","","",""
"23 Feb 2024","6:44am","1708641897","2722","In-Store","Irene","Cash","99","0","99","","","","","","",""
"23 Feb 2024","6:35am","1708641336","2721","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","6:32pm","1708597940","2720","In-Store","Irene","Cash","119","0","119","","","","","","",""
"22 Feb 2024","6:25pm","1708597512","2719","In-Store","Irene","Cash","154","52","102","","","","","","",""
"22 Feb 2024","6:24pm","1708597463","2718","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","6:20pm","1708597205","2717","In-Store","Irene","Cash","160.3","146.25","14.050000000000011","","","","","","",""
"22 Feb 2024","6:19pm","1708597140","2716","In-Store","Irene","Cash","60","39","21","","","","","","",""
"22 Feb 2024","6:09pm","1708596550","2715","In-Store","Irene","Cash","25","0","25","","","","","","",""
"22 Feb 2024","6:09pm","1708596540","2714","In-Store","Irene","Cash","176.4","158.6","17.80000000000001","","","","","","",""
"22 Feb 2024","5:58pm","1708595892","2713","In-Store","Irene","Cash","140","91","49","","","","","","",""
"22 Feb 2024","5:40pm","1708594837","2712","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","5:39pm","1708594773","2711","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","5:29pm","1708594184","2710","In-Store","Irene","Cash","0","0","0","","","","","","",""
"22 Feb 2024","5:28pm","1708594127","2709","In-Store","Irene","Cash","119","0","119","","","","","","",""
"22 Feb 2024","5:25pm","1708593910","2708","In-Store","Irene","Cash","202.3","181.35","20.950000000000017","","","","","","",""
"22 Feb 2024","5:21pm","1708593663","2707","In-Store","Irene","Cash","319","207.35","111.65","","","","","","",""
"22 Feb 2024","5:04pm","1708592675","2706","In-Store","Irene","Cash","142","92.3","49.7","","","","","","",""
"22 Feb 2024","5:04pm","1708592661","2705","In-Store","Irene","Cash","75","59.8","15.200000000000003","","","","","","",""
"22 Feb 2024","5:03pm","1708592632","2704","In-Store","Irene","Cash","319","207.35","111.65","","","","","","",""
"22 Feb 2024","5:03pm","1708592610","2703","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","4:41pm","1708591304","2702","In-Store","Irene","Cash","105","68.25","36.75","","","","","","",""
"22 Feb 2024","3:56pm","1708588577","2701","In-Store","Irene","Cash","110","71.5","38.5","","","","","","",""
"22 Feb 2024","3:56pm","1708588568","2700","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","3:22pm","1708586523","2699","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","3:21pm","1708586512","2698","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","3:21pm","1708586495","2697","In-Store","Irene","Cash","409","285.35","123.64999999999998","","","","","","",""
"22 Feb 2024","3:07pm","1708585654","2696","In-Store","Irene","Cash","15","0","15","","","","","","",""
"22 Feb 2024","2:57pm","1708585046","2695","In-Store","Irene","Cash","251.3","233.35","17.950000000000017","","","","","","",""
"22 Feb 2024","2:33pm","1708583627","2694","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","2:25pm","1708583111","2693","In-Store","Irene","gcash","147","128.7","18.30000000000001","","","","","","",""
"22 Feb 2024","2:14pm","1708582491","2692","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","2:09pm","1708582157","2691","In-Store","Irene","Cash","37","24.05","12.95","","","","","","",""
"22 Feb 2024","2:00pm","1708581649","2690","In-Store","Irene","Cash","302","196.3","105.69999999999999","","","","","","",""
"22 Feb 2024","1:59pm","1708581587","2689","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","1:59pm","1708581571","2688","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","1:02pm","1708578160","2687","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","1:02pm","1708578146","2686","In-Store","Irene","Cash","139","0","139","","","","","","",""
"22 Feb 2024","12:20pm","1708575657","2685","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","12:20pm","1708575643","2684","In-Store","Irene","Cash","28","18.2","9.8","","","","","","",""
"22 Feb 2024","12:20pm","1708575626","2683","In-Store","Irene","Cash","127","0","127","","","","","","",""
"22 Feb 2024","12:20pm","1708575608","2682","In-Store","Irene","Cash","319","207.35","111.65","","","","","","",""
"22 Feb 2024","11:37am","1708573039","2681","In-Store","Irene","Cash","0","0","0","","","","","","",""
"22 Feb 2024","11:30am","1708572606","2680","In-Store","Irene","Cash","96.6","88.4","8.199999999999989","","","","","","",""
"22 Feb 2024","10:31am","1708569103","2679","In-Store","Irene","Cash","489","337.35","151.64999999999998","","","","","","",""
"22 Feb 2024","10:30am","1708569059","2678","In-Store","Irene","Cash","15","0","15","","","","","","",""
"22 Feb 2024","10:30am","1708569051","2677","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","10:19am","1708568390","2676","In-Store","Irene","Cash","99","0","99","","","","","","",""
"22 Feb 2024","8:47am","1708562865","2675","In-Store","Irene","Cash","61","29.9","31.1","","","","","","",""
"22 Feb 2024","8:41am","1708562464","2674","In-Store","Irene","Cash","83","53.95","29.049999999999997","","","","","","",""
"22 Feb 2024","7:58am","1708559939","2673","In-Store","Irene","Cash","35","24.05","10.95","","","","","","",""
"22 Feb 2024","7:41am","1708558872","2672","In-Store","Irene","Cash","278","0","278","","","","","","",""
"22 Feb 2024","7:27am","1708558043","2671","In-Store","Irene","Cash","35","24.05","10.95","","","","","","",""
"22 Feb 2024","6:36am","1708554988","2670","In-Store","Irene","Cash","56","45.5","10.5","","","","","","",""
"21 Feb 2024","6:17pm","1708510673","2669","In-Store","CJ Banao","Cash","171","35.1","135.9","","","","","","",""
"21 Feb 2024","6:02pm","1708509748","2668","In-Store","CJ Banao","Cash","140","91","49","","","","","","",""
"21 Feb 2024","6:02pm","1708509735","2667","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","6:02pm","1708509720","2666","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"21 Feb 2024","5:49pm","1708508942","2665","In-Store","CJ Banao","Cash","175","36.4","138.6","","","","","","",""
"21 Feb 2024","5:45pm","1708508705","2664","In-Store","CJ Banao","Cash","56","36.4","19.6","","","","","","",""
"21 Feb 2024","5:21pm","1708507267","2663","In-Store","CJ Banao","Cash","51","39","12","","","","","","",""
"21 Feb 2024","5:15pm","1708506916","2662","In-Store","CJ Banao","Cash","0","0","0","","","","","","",""
"21 Feb 2024","5:14pm","1708506859","2661","In-Store","CJ Banao","Cash","128","29","99","","","","","","",""
"21 Feb 2024","5:01pm","1708506119","2660","In-Store","CJ Banao","Cash","90","52","38","","","","","","",""
"21 Feb 2024","4:51pm","1708505509","2659","In-Store","CJ Banao","Cash","349","246.35","102.65","","","","","","",""
"21 Feb 2024","4:51pm","1708505464","2658","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","4:50pm","1708505446","2657","In-Store","CJ Banao","Cash","55.3","39","16.299999999999997","","","","","","",""
"21 Feb 2024","4:50pm","1708505423","2656","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"21 Feb 2024","4:31pm","1708504303","2655","In-Store","CJ Banao","Cash","28","18.2","9.8","","","","","","",""
"21 Feb 2024","4:14pm","1708503277","2654","In-Store","CJ Banao","Cash","147","0","147","","","","","","",""
"21 Feb 2024","3:57pm","1708502261","2653","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","3:35pm","1708500956","2652","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","3:22pm","1708500162","2651","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","3:07pm","1708499266","2650","In-Store","CJ Banao","Credit","81","36.4","44.6","","","","","","",""
"21 Feb 2024","2:59pm","1708498764","2649","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","2:50pm","1708498237","2648","In-Store","CJ Banao","Cash","379","246.35","132.65","","","","","","",""
"21 Feb 2024","2:23pm","1708496620","2647","In-Store","CJ Banao","Cash","110","0","110","","","","","","",""
"21 Feb 2024","2:18pm","1708496339","2646","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","2:13pm","1708496014","2645","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","2:09pm","1708495794","2644","In-Store","CJ Banao","Cash","30","19.5","10.5","","","","","","",""
"21 Feb 2024","2:09pm","1708495786","2643","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","1:50pm","1708494610","2642","In-Store","CJ Banao","Cash","349.3","499","-149.7","","","","","","",""
"21 Feb 2024","1:42pm","1708494122","2641","In-Store","CJ Banao","Cash","187","0","187","","","","","","",""
"21 Feb 2024","1:41pm","1708494105","2640","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","1:38pm","1708493935","2639","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","1:25pm","1708493145","2638","In-Store","CJ Banao","Cash","15","0","15","","","","","","",""
"21 Feb 2024","1:03pm","1708491833","2637","In-Store","CJ Banao","Cash","366.3","499","-132.7","","","","","","",""
"21 Feb 2024","12:58pm","1708491530","2636","In-Store","CJ Banao","Cash","0","0","0","","","","","","",""
"21 Feb 2024","12:37pm","1708490225","2635","In-Store","CJ Banao","Cash","127","0","127","","","","","","",""
"21 Feb 2024","12:36pm","1708490208","2634","In-Store","CJ Banao","Cash","20","0","20","","","","","","",""
"21 Feb 2024","12:06pm","1708488383","2633","In-Store","CJ Banao","Cash","28","22.75","5.25","","","","","","",""
"21 Feb 2024","11:55am","1708487755","2632","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","11:53am","1708487587","2631","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","11:29am","1708486196","2630","In-Store","CJ Banao","Cash","204","97.5","106.5","","","","","","",""
"21 Feb 2024","11:26am","1708485963","2629","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","11:05am","1708484734","2628","In-Store","CJ Banao","Cash","225.3","207.35","17.950000000000017","","","","","","",""
"21 Feb 2024","11:02am","1708484540","2627","In-Store","CJ Banao","Cash","19","12.35","6.65","","","","","","",""
"21 Feb 2024","11:00am","1708484433","2626","In-Store","CJ Banao","Cash","72.5","39.65","32.85","","","","","","",""
"21 Feb 2024","10:54am","1708484067","2625","In-Store","CJ Banao","Cash","56","45.5","10.5","","","","","","",""
"21 Feb 2024","10:28am","1708482517","2624","In-Store","CJ Banao","Cash","35","22.75","12.25","","","","","","",""
"21 Feb 2024","10:21am","1708482100","2623","In-Store","CJ Banao","Cash","49","37.7","11.299999999999997","","","","","","",""
"21 Feb 2024","9:56am","1708480583","2622","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","9:51am","1708480300","2621","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","9:49am","1708480181","2620","In-Store","CJ Banao","Cash","15","0","15","","","","","","",""
"21 Feb 2024","9:32am","1708479179","2619","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","9:26am","1708478773","2618","In-Store","CJ Banao","Cash","15","0","15","","","","","","",""
"21 Feb 2024","9:26am","1708478764","2617","In-Store","CJ Banao","Cash","319","207.35","111.65","","","","","","",""
"21 Feb 2024","9:25am","1708478745","2616","In-Store","CJ Banao","Cash","139","0","139","","","","","","",""
"21 Feb 2024","9:15am","1708478106","2615","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","7:43am","1708472596","2614","In-Store","CJ Banao","Cash","60","39","21","","","","","","",""
"21 Feb 2024","7:30am","1708471818","2613","In-Store","CJ Banao","Cash","198","0","198","","","","","","",""
"21 Feb 2024","7:19am","1708471175","2612","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"21 Feb 2024","7:03am","1708470218","2611","In-Store","CJ Banao","Cash","166.6","77.35","89.25","","","","","","",""
"21 Feb 2024","7:01am","1708470101","2610","In-Store","CJ Banao","Cash","12","0","12","","","","","","",""
"21 Feb 2024","7:01am","1708470084","2609","In-Store","CJ Banao","Cash","127","0","127","","","","","","",""
"20 Feb 2024","6:23pm","1708424632","2608","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"20 Feb 2024","5:55pm","1708422932","2607","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
"20 Feb 2024","5:54pm","1708422844","2606","In-Store","CJ Banao","Cash","25","0","25","","","","","","",""
"20 Feb 2024","5:43pm","1708422236","2605","In-Store","CJ Banao","Cash","225.3","207.35","17.950000000000017","","","","","","",""
"20 Feb 2024","5:41pm","1708422088","2604","In-Store","CJ Banao","Cash","145","0","145","","","","","","",""
"20 Feb 2024","5:40pm","1708422052","2603","In-Store","CJ Banao","Cash","99","0","99","","","","","","",""
