"Date","Time","Transaction ID","Receipt No.","Total","Total Cost","Payment Type","Category","Item","Option","Modifier","Quantity","Price per Unit","Discounted Price","Inclusive VAT","Cost","Refunded","Refund Reason","Item Note","% Item Discount","Item Discount Amount","% Total Discount","Total Discount Amount","VAT Exemption","Service %","Service Amount","Cashier","Note","Customer","Customer Phone","Customer Delivery Address","Park Tag","Type"
"11 Feb 2024","8:43am","1707612232","2070","549","343.85","Cash","BW CHILLED CAKES","DOUBLE CHOCO 8x11","","","1","529","529","0","343.85","","","","","0","","0","0","","0","Irene","","","","","",""
"11 Feb 2024","8:43am","1707612232","2070","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Irene","","","","","",""
"11 Feb 2024","8:43am","1707612232","2070","","","Cash","BW ACCESSORIES","CROWNED No*  0","","","1","10","10","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"11 Feb 2024","8:43am","1707612232","2070","","","Cash","BW ACCESSORIES","CROWNED No*  6","","","1","10","10","0","0","","","","","0","","0","0","","0","Irene","","","","","",""
"11 Feb 2024","8:19am","1707610761","2069","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Trio raisin promo","14.76510067114094","22","","0","0","","0","Irene","","","","","",""
"11 Feb 2024","6:47am","1707605239","2068","466","207.35","Cash","BW CHILLED CAKES","FAMOUS MOCHA | 7R","","","1","319","319","0","207.35","","","","","0","","0","0","","0","Irene","","","","","",""
"11 Feb 2024","6:47am","1707605239","2068","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Irene","","","","","",""
"11 Feb 2024","6:47am","1707605239","2068","","","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Trio ube promo","14.534883720930234","25","","0","0","","0","Irene","","","","","",""
"10 Feb 2024","6:18pm","1707560296","2067","139","0","Cash","BW PROMOS","JUMBO LOAF BUNDLE","","","1","158","139","0","0","","","Promo","12.025316455696203","19","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","6:18pm","1707560282","2066","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","6:17pm","1707560268","2065","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","6:13pm","1707559997","2064","127","22.75","Cash","BW PASALUBONG","TOASTED BREAD","","","1","35","28","0","22.75","","","Promo","20","7","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","6:13pm","1707559997","2064","","","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","6:12pm","1707559962","2063","146","94.9","Cash","BW PASTRIES","EGG PIE","","","4","28","112","0","18.2","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","6:12pm","1707559962","2063","","","Cash","BW DELICACIES","HOPIA PASTILLAS","","","1","34","34","0","22.1","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","6:03pm","1707559438","2062","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","5:52pm","1707558771","2061","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","5:42pm","1707558154","2060","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.534883720930234","25","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","5:23pm","1707557008","2059","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","5:12pm","1707556332","2058","359","233.35","Cash","BW CHILLED CAKES","LEMON CREAM | 7R","","","1","359","359","0","233.35","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","5:12pm","1707556332","2058","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","5:11pm","1707556312","2057","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:54pm","1707555279","2056","56","45.5","Cash","BW PASALUBONG","TOASTED BREAD","","","2","35","56","0","22.75","","","Promo","20","14","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:54pm","1707555261","2055","60","38.349999999999994","Cash","BW PASTRIES","CHOCO MARBLE MAMON","","","1","29","29","0","18.2","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:54pm","1707555261","2055","","","Cash","BW PASTRIES","UBE EGG PIE","","","1","31","31","0","20.15","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:54pm","1707555241","2054","48","31.2","Cash","BW DELICACIES","HOPIA UBE","","","1","48","48","0","31.2","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:23pm","1707553401","2053","107","59.150000000000006","Cash","BW BREADS","CHEESY ENSAYMADA","","","1","36","36","0","17.55","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:23pm","1707553401","2053","","","Cash","BW BREADS","UBE ENSAYMADA","","","1","43","43","0","23.4","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:23pm","1707553401","2053","","","Cash","BW PASTRIES","EGG PIE","","","1","28","28","0","18.2","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:17pm","1707553044","2052","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.534883720930234","25","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:13pm","1707552820","2051","379","246.35","Cash","BW CHILLED CAKES","DOUBLE CHOCO | 7R","","","1","379","379","0","246.35","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:13pm","1707552820","2051","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","4:13pm","1707552795","2050","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:49pm","1707551378","2049","389","252.85","Cash","BW CHILLED CAKES","HEAVENLY CARAMEL | 7R","","","1","389","389","0","252.85","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:49pm","1707551378","2049","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:36pm","1707550585","2048","459","298.35","Cash","BW CHILLED CAKES","FAMOUS MOCHA | 8x11","","","1","459","459","0","298.35","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:36pm","1707550585","2048","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:36pm","1707550562","2047","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:20pm","1707549616","2046","426.55","291.85","Cash","BW CHILLED CAKES","SANS-RIVAL CAKE | 8R","","","1","449","426.55","0","291.85","","","Lilia fe nuñez menor/2968690-R","5","22.45","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:18pm","1707549487","2045","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:17pm","1707549477","2044","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:06pm","1707548766","2043","88.3","36.4","Cash","BW PASTRIES","EGG PIE","","","2","28","56","0","18.2","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:06pm","1707548766","2043","","","Cash","BW BREADS","GOLDEN CUP MINI","","","1","19","13.3","0","0","","","1day before","30","5.7","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","3:06pm","1707548766","2043","","","Cash","BW BREADS","GOLDEN CUP MINI","","","1","19","19","0","0","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","2:48pm","1707547689","2042","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.534883720930234","25","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","2:47pm","1707547657","2041","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Promo","14.76510067114094","22","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","2:23pm","1707546216","2040","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","2:18pm","1707545915","2039","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","2:09pm","1707545363","2038","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.534883720930234","25","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","2:08pm","1707545335","2037","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","2:08pm","1707545324","2036","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:53pm","1707544428","2035","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:51pm","1707544305","2034","6","0","Cash","BW CANDLES","CANDLE | PINK SM","","","3","2","6","0","0","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:51pm","1707544295","2033","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:41pm","1707543698","2032","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:41pm","1707543685","2031","17.5","16.25","Cash","BW PASTRIES","SPECIAL MAMON","","","1","25","17.5","0","16.25","","","1day before","30","7.5","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:41pm","1707543665","2030","15","0","Cash","BW BEVERAGES","BOTTLED WATER","","","1","15","15","0","0","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:40pm","1707543657","2029","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","1:40pm","1707543640","2028","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","12:28pm","1707539288","2027","194","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","12:28pm","1707539288","2027","","","Cash","BW SPREADS","LC PLAIN | SACHET 220ML","","","1","95","95","0","0","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","12:27pm","1707539270","2026","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","12:27pm","1707539256","2025","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","12:21pm","1707538879","2024","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","12:14pm","1707538480","2023","158","102.7","Cash","BW CHILLED CAKES","SINFUL CAKE SLICE","","","2","79","158","0","51.35","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","11:58am","1707537499","2022","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","11:57am","1707537476","2021","399","239.85","Cash","BW CHILLED CAKES","DUO CAKE 7R (UBE-YEMA)","","","1","399","399","0","239.85","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","11:57am","1707537476","2021","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","11:34am","1707536057","2020","599","0","Cash","BW PROMOS","FBC MOCHA | 8X11","","","1","641","599","0","0","","","Promo/fbc bundle","6.5522620904836195","42","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","11:10am","1707534634","2019","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","10:27am","1707532046","2018","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","10:03am","1707530625","2017","58","37.7","Cash","BW PASTRIES","EGG PIE","","","1","28","28","0","18.2","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","10:03am","1707530625","2017","","","Cash","BW PASTRIES","BUTTER MACAROONS","","","1","30","30","0","19.5","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","9:28am","1707528521","2016","30","0","Cash","BW BEVERAGES","BOTTLED WATER","","","2","15","30","0","0","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","8:37am","1707525423","2015","107","69.55","Cash","BW LOAVES","LOAF | WHOLE WHEAT","","","1","55","55","0","35.75","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"10 Feb 2024","8:37am","1707525423","2015","","","Cash","BW PASTRIES","ORIGINAL BROWNIES","","","2","26","52","0","16.9","","","","","0","","0","0","","0","CJ Banao","","","","","",""
"9 Feb 2024","6:34pm","1707474869","2014","529","343.85","Cash","BW CHILLED CAKES","DOUBLE CHOCO 8x11","","","1","529","529","0","343.85","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","6:34pm","1707474869","2014","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","","100","2","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","6:24pm","1707474254","2013","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","6:24pm","1707474247","2012","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","6:22pm","1707474121","2011","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","6:09pm","1707473399","2010","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","","14.534883720930234","25","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","6:05pm","1707473153","2009","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:50pm","1707472258","2008","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:44pm","1707471851","2007","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:39pm","1707471552","2006","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","","14.76510067114094","22","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:39pm","1707471543","2005","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","","14.76510067114094","22","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:37pm","1707471438","2004","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","","14.534883720930234","25","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:30pm","1707471005","2003","61.6","50.05","Cash","BW BREADS","CHOCOLATE CROISSANT","","","1","59","41.3","0","31.85","","","1day before","30","17.7","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:30pm","1707471005","2003","","","Cash","BW PASTRIES","CHOCO MARBLE MAMON","","","1","29","20.3","0","18.2","","","1day before","30","8.7","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:21pm","1707470481","2002","30","0","Cash","BW BEVERAGES","BOTTLED WATER","","","2","15","30","0","0","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:10pm","1707469858","2001","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","5:01pm","1707469271","2000","10","0","Cash","BW PASALUBONG","FORTUNE COOKIE","","","2","5","10","0","0","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:51pm","1707468671","1999","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:27pm","1707467237","1998","198","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","2","130","198","0","0","","","Promo","23.846153846153847","62","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:19pm","1707466799","1997","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:19pm","1707466765","1996","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:19pm","1707466744","1995","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:12pm","1707466375","1994","267.3","246.35","Cash","BW CHILLED CAKES","DOUBLE CHOCO | 7R","","","1","379","265.3","0","246.35","","","1day before","30","113.7","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:12pm","1707466375","1994","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","2","0","0","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","4:06pm","1707465967","1993","127","0","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Promo","14.76510067114094","22","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:58pm","1707465528","1992","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:58pm","1707465512","1991","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","Promo","14.53488372093023","25","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:15pm","1707462943","1990","64","35.75","Cash","BW BO|TA|Waste","CLASSIC PIAYA","","","1","0","0","0","0","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:15pm","1707462943","1990","","","Cash","BW PASTRIES","EGG PIE","","","1","28","28","0","18.2","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:15pm","1707462943","1990","","","Cash","BW BREADS","CHEESY ENSAYMADA","","","1","36","36","0","17.55","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:15pm","1707462928","1989","180","34.45","Cash","BW PROMOS","FLAVORED TRIO | RAISINS","","","1","149","127","0","0","","","Promo","14.765100671140937","22","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:15pm","1707462928","1989","","","Cash","BW PASALUBONG","CLASSIC PIAYA","","","1","53","53","0","34.45","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","3:08pm","1707462537","1988","60","39","Cash","BW LOAVES","LOAF | UBE","","","1","60","60","0","39","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:59pm","1707461948","1987","599","0","Cash","BW PROMOS","FBC MOCHA | 8X11","","","1","641","599","0","0","","","Fbc","6.5522620904836195","42","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:59pm","1707461948","1987","","","Cash","BW CANDLES","CANDLE | BLUE SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:49pm","1707461376","1986","84","54.599999999999994","Cash","BW PASTRIES","EGG PIE","","","3","28","84","0","18.2","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:49pm","1707461371","1985","28","18.2","Cash","BW PASTRIES","EGG PIE","","","1","28","28","0","18.2","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:37pm","1707460673","1984","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:37pm","1707460660","1983","399","239.85","Cash","BW CHILLED CAKES","DUO CAKE 7R (UBE-YEMA)","","","1","399","399","0","239.85","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:37pm","1707460660","1983","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:07pm","1707458850","1982","50.1","23.4","Cash","BW BREADS","UBE ENSAYMADA","","","1","43","30.1","0","23.4","","","1 day","30","12.9","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","2:07pm","1707458850","1982","","","Cash","BW BEVERAGES","COKE MISMO","","","1","20","20","0","0","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","1:55pm","1707458110","1981","25","0","Cash","BW BEVERAGES","MINE SHINE GREEN TEA","","","1","25","25","0","0","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","1:45pm","1707457551","1980","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","1:16pm","1707455771","1979","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:32pm","1707453153","1978","529","343.85","Cash","BW CHILLED CAKES","DOUBLE CHOCO 8x11","","","1","529","529","0","343.85","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:32pm","1707453153","1978","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","","100","2","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:32pm","1707453129","1977","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:25pm","1707452713","1976","147","0","Cash","BW PROMOS","TRIO UBE","","","1","172","147","0","0","","","","14.53488372093023","25","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:17pm","1707452246","1975","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:17pm","1707452234","1974","319","207.35","Cash","BW CHILLED CAKES","FAMOUS MOCHA | 7R","","","1","319","319","0","207.35","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:17pm","1707452234","1974","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:16pm","1707452204","1973","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:16pm","1707452183","1972","110","71.5","Cash","BW LOAVES","LOAF | WHOLE WHEAT","","","1","55","55","0","35.75","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:16pm","1707452183","1972","","","Cash","BW BREADS","PANDESAL | WHEAT","","","1","55","55","0","35.75","","","","","0","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:15pm","1707452156","1971","272.3","252.85","Cash","BW CHILLED CAKES","HEAVENLY CARAMEL | 7R","","","1","389","272.3","0","252.85","","","1day before","30","116.7","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:15pm","1707452156","1971","","","Cash","BW CANDLES","CANDLE | PINK SM","","","1","2","0","0","0","","","Free","100","2","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","12:15pm","1707452105","1970","370.3","343.85","Cash","BW CHILLED CAKES","DOUBLE CHOCO 8x11","","","1","529","370.3","0","343.85","","","1day before","30","158.7","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","11:38am","1707449922","1969","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","11:38am","1707449910","1968","139","0","Cash","BW PROMOS","JUMBO LOAF BUNDLE","","","1","158","139","0","0","","","Promo","12.025316455696203","19","","0","0","","0","Justin Marcelo","","","","","",""
"9 Feb 2024","11:38am","1707449882","1967","99","0","Cash","BW PROMOS","PULLMAN BUNDLE","","","1","130","99","0","0","","","Promo","23.846153846153847","31","","0","0","","0","Justin Marcelo","","","","","",""
